customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,segment
4314415,2790,2,71.22999999999999,1,4,4,144,At Risk
4317357,2790,1,77.98,1,1,4,114,Hibernating
4318053,2790,1,44.93,1,1,3,113,Hibernating
4319021,2790,1,25.35,1,1,1,111,Hibernating
4321547,2790,1,225.15,1,1,5,115,Hibernating
4321701,2790,1,55.9,1,1,3,113,Hibernating
4322609,2790,1,27.22,1,1,1,111,Hibernating
4327417,2789,1,278.19,1,1,5,115,Hibernating
4333873,2789,1,38.67,1,1,2,112,Hibernating
4334025,2789,1,16.04,1,1,1,111,Hibernating
4334105,2789,1,60.61,1,1,3,113,Hibernating
4334551,1388,4,215.14,3,5,5,355,Loyal Customers
4334579,2789,1,204.68,1,1,5,115,Hibernating
4335275,2559,3,159.89,1,5,5,155,Can't Loose
4335593,2789,1,43.63,1,1,2,112,Hibernating
4335765,2789,1,49.18,1,1,3,113,Hibernating
4343831,2788,1,32.62,1,1,2,112,Hibernating
4346275,2788,2,79.35,1,4,4,144,At Risk
4346449,2788,1,27.55,1,1,1,111,Hibernating
4347377,2788,1,64.91,1,1,3,113,Hibernating
4348859,2787,1,60.61,1,1,3,113,Hibernating
4354879,2787,1,64.91,1,1,3,113,Hibernating
4357675,2787,1,27.22,1,1,1,111,Hibernating
4358419,2787,1,64.91,1,1,3,113,Hibernating
4358467,2787,1,60.61,1,1,3,113,Hibernating
4360363,2623,2,80.0,1,4,4,144,At Risk
4360779,2787,2,258.86,1,4,5,145,At Risk
4361421,2551,2,67.18,1,4,4,144,At Risk
4361693,1869,2,69.78,2,4,4,244,At Risk
4369865,2786,1,129.43,1,1,5,115,Hibernating
4370147,2786,1,32.62,1,1,2,112,Hibernating
4371977,2783,2,65.24,1,4,4,144,At Risk
4372219,2786,1,38.67,1,1,2,112,Hibernating
4374577,2786,1,32.51,1,1,2,112,Hibernating
4376809,2786,1,32.62,1,1,2,112,Hibernating
4378021,2786,1,32.62,1,1,2,112,Hibernating
4378349,2786,1,35.18,1,1,2,112,Hibernating
4379129,2786,1,64.91,1,1,3,113,Hibernating
4380779,2785,2,258.86,1,4,5,145,At Risk
4381413,2785,1,32.62,1,1,2,112,Hibernating
4384435,2785,1,32.62,1,1,2,112,Hibernating
4384471,2785,1,38.61,1,1,2,112,Hibernating
4390715,2443,2,118.86,2,4,5,245,At Risk
4393495,196,2,112.85,5,4,5,545,Champions
4394753,2785,2,67.81,1,4,4,144,At Risk
4395447,2785,1,27.22,1,1,1,111,Hibernating
4397351,2784,1,32.62,1,1,2,112,Hibernating
4398039,2754,3,125.7,1,5,5,155,Can't Loose
4398605,2784,1,32.62,1,1,2,112,Hibernating
4399673,2784,1,48.29,1,1,3,113,Hibernating
4405973,1766,2,271.02,3,4,5,345,Loyal Customers
4407261,1344,3,152.81,3,5,5,355,Loyal Customers
4408417,2784,1,129.43,1,1,5,115,Hibernating
4409251,1897,2,82.33,2,4,4,244,At Risk
4410773,2407,2,121.22,2,4,5,245,At Risk
4414605,2783,1,15.68,1,1,1,111,Hibernating
4419909,2783,1,32.62,1,1,2,112,Hibernating
4421257,889,4,365.45,4,5,5,455,Loyal Customers
4430943,2782,1,64.91,1,1,3,113,Hibernating
4431931,2782,1,32.62,1,1,2,112,Hibernating
4438213,2781,1,15.68,1,1,1,111,Hibernating
4438477,2781,1,64.91,1,1,3,113,Hibernating
4442535,2781,1,63.57,1,1,3,113,Hibernating
4442687,2781,1,37.29,1,1,2,112,Hibernating
4443227,1088,2,101.88,3,4,4,344,Loyal Customers
4443563,2781,1,129.43,1,1,5,115,Hibernating
4443639,2781,1,60.61,1,1,3,113,Hibernating
4443715,2472,3,244.74,2,5,5,255,Can't Loose
4447443,2780,1,32.62,1,1,2,112,Hibernating
4449729,2780,1,64.91,1,1,3,113,Hibernating
4451419,1818,3,117.14,2,5,5,255,Can't Loose
4457583,976,4,299.65,4,5,5,455,Loyal Customers
4457809,2780,1,158.47,1,1,5,115,Hibernating
4462361,2779,1,63.57,1,1,3,113,Hibernating
4463135,2779,1,15.68,1,1,1,111,Hibernating
4467701,2779,1,15.68,1,1,1,111,Hibernating
4468859,2779,1,55.39,1,1,3,113,Hibernating
4469179,2779,1,37.58,1,1,2,112,Hibernating
4476561,2778,1,32.62,1,1,2,112,Hibernating
4478561,2778,1,15.68,1,1,1,111,Hibernating
4484323,2778,6,123.2,1,5,5,155,Can't Loose
4485715,2777,2,75.16,1,4,4,144,At Risk
4491117,2777,1,15.68,1,1,1,111,Hibernating
4497751,2777,1,38.67,1,1,2,112,Hibernating
4498521,212,5,490.76,5,5,5,555,Champions
4501465,2431,2,65.25999999999999,2,4,4,244,At Risk
4504301,2582,2,65.24,1,4,4,144,At Risk
4507329,2559,2,65.02,1,4,4,144,At Risk
4511641,2776,2,775.68,1,4,5,145,At Risk
4513797,2427,2,30.68,2,4,1,241,At Risk
4515127,989,7,589.14,4,5,5,455,Loyal Customers
4522019,2775,1,60.61,1,1,3,113,Hibernating
4528861,2774,1,32.62,1,1,2,112,Hibernating
4532153,2495,2,615.46,2,4,5,245,At Risk
4535919,535,4,173.94,5,5,5,555,Champions
4536983,570,3,181.10999999999999,5,5,5,555,Champions
4538657,2774,1,32.62,1,1,2,112,Hibernating
4539923,2773,1,32.62,1,1,2,112,Hibernating
4540101,2521,2,101.61,2,4,4,244,At Risk
4543341,2600,3,177.12,1,5,5,155,Can't Loose
4553775,2772,1,32.62,1,1,2,112,Hibernating
4555031,2772,1,60.61,1,1,3,113,Hibernating
4555887,2772,1,32.62,1,1,2,112,Hibernating
4557391,2772,1,32.62,1,1,2,112,Hibernating
4557417,662,3,102.2,4,5,4,454,Loyal Customers
4565631,2772,1,225.15,1,1,5,115,Hibernating
4565655,2507,6,298.24,2,5,5,255,Can't Loose
4565657,2772,3,108.91,1,5,4,154,Can't Loose
4565753,2723,3,433.42,1,5,5,155,Can't Loose
4570571,2771,1,32.62,1,1,2,112,Hibernating
4578927,2771,1,358.96,1,1,5,115,Hibernating
4580449,2771,2,72.15,1,4,4,144,At Risk
4580831,2771,1,27.22,1,1,1,111,Hibernating
4581309,2410,2,105.34,2,4,4,244,At Risk
4582105,2771,1,60.61,1,1,3,113,Hibernating
4583205,2770,1,32.62,1,1,2,112,Hibernating
4598453,2770,1,64.91,1,1,3,113,Hibernating
4603771,2769,1,38.67,1,1,2,112,Hibernating
4605719,2769,1,32.18,1,1,2,112,Hibernating
4615059,562,6,240.38,5,5,5,555,Champions
4618611,2479,3,282.83000000000004,2,5,5,255,Can't Loose
4621655,2768,1,158.47,1,1,5,115,Hibernating
4623785,2767,3,125.85,1,5,5,155,Can't Loose
4624733,2768,1,60.61,1,1,3,113,Hibernating
4625569,592,4,565.7,5,5,5,555,Champions
4627647,2767,1,73.92,1,1,4,114,Hibernating
4628443,2767,1,60.61,1,1,3,113,Hibernating
4629507,2519,2,74.93,2,4,4,244,At Risk
4632783,2767,1,15.68,1,1,1,111,Hibernating
4637961,2767,1,15.68,1,1,1,111,Hibernating
4645455,1832,4,219.57,2,5,5,255,Can't Loose
4646809,2766,1,43.63,1,1,2,112,Hibernating
4647709,2766,1,32.62,1,1,2,112,Hibernating
4649215,983,4,151.28,4,5,5,455,Loyal Customers
4651781,2766,1,204.68,1,1,5,115,Hibernating
4652255,2766,1,32.62,1,1,2,112,Hibernating
4652565,2766,1,60.61,1,1,3,113,Hibernating
4656063,2765,1,60.61,1,1,3,113,Hibernating
4666451,2765,1,60.61,1,1,3,113,Hibernating
4666759,2765,1,60.61,1,1,3,113,Hibernating
4672409,2611,3,181.82999999999998,1,5,5,155,Can't Loose
4673321,2764,1,31.41,1,1,1,111,Hibernating
4675717,2764,1,32.62,1,1,2,112,Hibernating
4696061,2764,2,259.8,1,4,5,145,At Risk
4700317,2764,1,20.64,1,1,1,111,Hibernating
4702671,2763,1,60.61,1,1,3,113,Hibernating
4714261,2763,1,38.67,1,1,2,112,Hibernating
4718297,2762,1,53.44,1,1,3,113,Hibernating
4718481,2762,1,47.89,1,1,3,113,Hibernating
4720919,2762,1,129.43,1,1,5,115,Hibernating
4723549,2762,1,60.61,1,1,3,113,Hibernating
4733681,2761,1,60.61,1,1,3,113,Hibernating
4740365,2761,1,67.87,1,1,4,114,Hibernating
4751039,2761,1,32.62,1,1,2,112,Hibernating
4754301,2760,1,45.76,1,1,3,113,Hibernating
4756395,2284,2,91.05,2,4,4,244,At Risk
4767029,977,2,60.83,4,4,3,443,Loyal Customers
4769339,2478,2,46.25,2,4,3,243,At Risk
4770245,2453,2,96.84,2,4,4,244,At Risk
4781415,2758,1,64.91,1,1,3,113,Hibernating
4781679,2758,1,32.62,1,1,2,112,Hibernating
4782217,2758,1,37.58,1,1,2,112,Hibernating
4788271,2758,1,14.96,1,1,1,111,Hibernating
4792847,2758,1,31.41,1,1,1,111,Hibernating
4795621,845,5,230.88,4,5,5,455,Loyal Customers
4797141,2758,1,60.61,1,1,3,113,Hibernating
4809393,2757,1,43.63,1,1,2,112,Hibernating
4814185,2756,1,60.61,1,1,3,113,Hibernating
4814275,1698,3,191.51,3,5,5,355,Loyal Customers
4816341,2756,1,64.91,1,1,3,113,Hibernating
4821573,2756,1,31.41,1,1,1,111,Hibernating
4821879,2756,1,32.62,1,1,2,112,Hibernating
4822941,2756,1,60.61,1,1,3,113,Hibernating
4832453,2434,2,108.22999999999999,2,4,4,244,At Risk
4833115,641,5,864.77,4,5,5,455,Loyal Customers
4835271,2755,1,32.62,1,1,2,112,Hibernating
4837129,2755,1,32.62,1,1,2,112,Hibernating
4840239,2755,1,364.76,1,1,5,115,Hibernating
4841195,2755,1,32.62,1,1,2,112,Hibernating
4850665,2754,1,15.68,1,1,1,111,Hibernating
4851255,2409,3,260.65,2,5,5,255,Can't Loose
4859803,2754,1,32.62,1,1,2,112,Hibernating
4861475,2754,1,60.61,1,1,3,113,Hibernating
4864217,2753,1,88.48,1,1,4,114,Hibernating
4864315,2733,2,65.24,1,4,4,144,At Risk
4864905,2753,1,37.58,1,1,2,112,Hibernating
4871249,2753,1,30.68,1,1,1,111,Hibernating
4872053,2753,1,60.61,1,1,3,113,Hibernating
4872731,2753,1,65.3,1,1,4,114,Hibernating
4873107,2753,1,32.62,1,1,2,112,Hibernating
4874957,2370,3,155.18,2,5,5,255,Can't Loose
4875053,2752,1,31.94,1,1,2,112,Hibernating
4875471,2752,1,24.63,1,1,1,111,Hibernating
4876427,2752,1,7.69,1,1,1,111,Hibernating
4876623,2752,1,60.61,1,1,3,113,Hibernating
4876785,2752,1,27.22,1,1,1,111,Hibernating
4878555,2752,1,38.67,1,1,2,112,Hibernating
4878669,2752,1,67.87,1,1,4,114,Hibernating
4880065,2752,1,47.62,1,1,3,113,Hibernating
4884267,2752,1,30.68,1,1,1,111,Hibernating
4885261,2752,2,135.74,1,4,5,145,At Risk
4885391,2752,1,16.04,1,1,1,111,Hibernating
4886051,2752,1,8.05,1,1,1,111,Hibernating
4886685,2752,1,16.04,1,1,1,111,Hibernating
4886719,2752,1,16.04,1,1,1,111,Hibernating
4886755,2240,2,199.39,2,4,5,245,At Risk
4888699,2752,1,38.67,1,1,2,112,Hibernating
4888963,2096,2,301.79,2,4,5,245,At Risk
4889179,2752,1,22.09,1,1,1,111,Hibernating
4890937,2751,1,47.62,1,1,3,113,Hibernating
4892723,2751,1,32.62,1,1,2,112,Hibernating
4896781,2751,1,60.61,1,1,3,113,Hibernating
4904031,2751,1,60.61,1,1,3,113,Hibernating
4906555,2609,3,164.56,1,5,5,155,Can't Loose
4907051,2751,1,27.22,1,1,1,111,Hibernating
4907289,2751,1,60.61,1,1,3,113,Hibernating
4907311,2751,1,158.47,1,1,5,115,Hibernating
4908093,2751,1,38.67,1,1,2,112,Hibernating
4908425,805,9,571.17,4,5,5,455,Loyal Customers
4908691,2751,2,66.78,1,4,4,144,At Risk
4909109,1001,2,175.4,3,4,5,345,Loyal Customers
4910475,2750,1,32.62,1,1,2,112,Hibernating
4916519,2750,3,87.06,1,5,4,154,Can't Loose
4922717,932,3,374.28999999999996,4,5,5,455,Loyal Customers
4960323,2749,1,32.62,1,1,2,112,Hibernating
4961475,2265,3,589.31,2,5,5,255,Can't Loose
4963995,2749,1,27.22,1,1,1,111,Hibernating
4966561,2749,1,37.58,1,1,2,112,Hibernating
4971517,2749,1,88.48,1,1,4,114,Hibernating
4971603,2749,1,129.43,1,1,5,115,Hibernating
4971729,2356,3,126.39,2,5,5,255,Can't Loose
4972661,2749,1,64.91,1,1,3,113,Hibernating
4973675,2749,1,38.67,1,1,2,112,Hibernating
4973887,2748,1,32.62,1,1,2,112,Hibernating
4976131,2748,1,31.41,1,1,1,111,Hibernating
4976579,2748,1,32.62,1,1,2,112,Hibernating
4977663,701,5,181.73,4,5,5,455,Loyal Customers
4978171,2446,3,167.3,2,5,5,255,Can't Loose
4982031,2748,1,20.0,1,1,1,111,Hibernating
4983321,2689,5,308.77,1,5,5,155,Can't Loose
4983453,2748,1,32.33,1,1,2,112,Hibernating
4984563,2748,1,32.62,1,1,2,112,Hibernating
4985699,2748,1,47.89,1,1,3,113,Hibernating
4989995,1857,2,77.34,2,4,4,244,At Risk
4990163,2747,1,139.39,1,1,5,115,Hibernating
4990409,1659,2,55.05,3,4,3,343,Loyal Customers
4991529,2747,1,32.62,1,1,2,112,Hibernating
4994667,2117,3,147.24,2,5,5,255,Can't Loose
4997479,889,3,166.79,4,5,5,455,Loyal Customers
4997929,2746,1,32.62,1,1,2,112,Hibernating
4997943,2746,1,60.61,1,1,3,113,Hibernating
5003991,2597,2,121.22,1,4,5,145,At Risk
5004109,2746,1,63.57,1,1,3,113,Hibernating
5005167,1965,2,72.75999999999999,2,4,4,244,At Risk
5005343,2721,2,47.09,1,4,3,143,At Risk
5005395,2746,1,32.62,1,1,2,112,Hibernating
5006627,2745,1,32.62,1,1,2,112,Hibernating
5007697,2745,1,64.91,1,1,3,113,Hibernating
5008099,2680,5,1596.9499999999998,1,5,5,155,Can't Loose
5008467,2745,1,60.61,1,1,3,113,Hibernating
5008677,2745,1,38.67,1,1,2,112,Hibernating
5011417,2745,1,27.22,1,1,1,111,Hibernating
5016893,2745,1,38.67,1,1,2,112,Hibernating
5017445,2744,1,32.62,1,1,2,112,Hibernating
5043889,2744,1,64.91,1,1,3,113,Hibernating
5048715,2744,1,20.0,1,1,1,111,Hibernating
5049719,2744,1,67.87,1,1,4,114,Hibernating
5050557,2744,1,250.14,1,1,5,115,Hibernating
5052669,2744,1,38.67,1,1,2,112,Hibernating
5053051,2744,1,60.61,1,1,3,113,Hibernating
5056395,2067,3,111.97,2,5,5,255,Can't Loose
5057771,2401,4,228.67000000000002,2,5,5,255,Can't Loose
5058549,2743,1,67.87,1,1,4,114,Hibernating
5059871,2743,1,32.62,1,1,2,112,Hibernating
5061079,2743,1,38.67,1,1,2,112,Hibernating
5064391,2743,1,64.91,1,1,3,113,Hibernating
5065855,2743,1,58.94,1,1,3,113,Hibernating
5066209,2743,1,70.96,1,1,4,114,Hibernating
5066443,2743,1,60.61,1,1,3,113,Hibernating
5066717,2743,1,32.62,1,1,2,112,Hibernating
5071331,2742,1,27.22,1,1,1,111,Hibernating
5071611,2742,1,63.57,1,1,3,113,Hibernating
5071649,2742,1,27.22,1,1,1,111,Hibernating
5072893,2742,1,32.62,1,1,2,112,Hibernating
5081315,2741,1,129.43,1,1,5,115,Hibernating
5084723,2741,1,38.67,1,1,2,112,Hibernating
5085493,2741,1,67.87,1,1,4,114,Hibernating
5089927,2741,1,38.67,1,1,2,112,Hibernating
5091221,2741,1,129.43,1,1,5,115,Hibernating
5093913,2740,1,129.43,1,1,5,115,Hibernating
5099381,1641,3,88.28,3,5,4,354,Loyal Customers
5101581,2740,1,64.91,1,1,3,113,Hibernating
5102785,2740,1,60.61,1,1,3,113,Hibernating
5103333,2740,1,92.93,1,1,4,114,Hibernating
5104055,2740,1,32.18,1,1,2,112,Hibernating
5112689,2739,1,60.61,1,1,3,113,Hibernating
5112701,2739,1,123.52,1,1,5,115,Hibernating
5113039,2739,1,32.62,1,1,2,112,Hibernating
5113599,2685,2,83.50999999999999,1,4,4,144,At Risk
5114645,2739,1,43.63,1,1,2,112,Hibernating
5116345,2738,1,32.62,1,1,2,112,Hibernating
5117021,2738,1,60.61,1,1,3,113,Hibernating
5118449,2738,1,89.49,1,1,4,114,Hibernating
5119009,2100,3,159.82999999999998,2,5,5,255,Can't Loose
5119223,2738,1,60.61,1,1,3,113,Hibernating
5122411,2738,1,38.67,1,1,2,112,Hibernating
5125437,2738,1,27.22,1,1,1,111,Hibernating
5127221,2738,2,39.82,1,4,2,142,At Risk
5128037,2737,1,70.96,1,1,4,114,Hibernating
5130793,2737,1,63.57,1,1,3,113,Hibernating
5130917,2737,1,64.91,1,1,3,113,Hibernating
5141437,2737,1,60.61,1,1,3,113,Hibernating
5143029,2736,1,38.67,1,1,2,112,Hibernating
5143731,2192,3,76.02000000000001,2,5,4,254,Can't Loose
5147107,2736,1,60.61,1,1,3,113,Hibernating
5149151,2736,1,38.67,1,1,2,112,Hibernating
5151373,2736,1,129.43,1,1,5,115,Hibernating
5153009,2736,1,27.22,1,1,1,111,Hibernating
5154645,1627,2,97.30000000000001,3,4,4,344,Loyal Customers
5156151,2736,1,38.67,1,1,2,112,Hibernating
5156667,2736,1,32.62,1,1,2,112,Hibernating
5158073,2735,1,32.62,1,1,2,112,Hibernating
5159971,2643,1,63.57,1,1,3,113,Hibernating
5160179,2735,1,32.62,1,1,2,112,Hibernating
5161541,1465,4,204.18,3,5,5,355,Loyal Customers
5169809,2735,1,62.34,1,1,3,113,Hibernating
5174317,2734,1,49.18,1,1,3,113,Hibernating
5174507,2734,1,95.98,1,1,4,114,Hibernating
5174689,2734,1,64.91,1,1,3,113,Hibernating
5174893,2734,1,37.58,1,1,2,112,Hibernating
5190395,2734,1,32.62,1,1,2,112,Hibernating
5190975,2734,1,27.55,1,1,1,111,Hibernating
5190991,2541,5,242.19,2,5,5,255,Can't Loose
5194831,1469,2,103.57999999999998,3,4,4,344,Loyal Customers
5197387,2615,3,725.36,1,5,5,155,Can't Loose
5197505,2733,1,60.61,1,1,3,113,Hibernating
5199699,2733,1,64.91,1,1,3,113,Hibernating
5215877,2732,1,38.67,1,1,2,112,Hibernating
5216719,2732,3,287.94,1,5,5,155,Can't Loose
5220747,2721,2,96.92,1,4,4,144,At Risk
5278581,2730,1,46.82,1,1,3,113,Hibernating
5283835,2730,1,38.67,1,1,2,112,Hibernating
5284093,2730,1,27.22,1,1,1,111,Hibernating
5284263,2730,1,55.39,1,1,3,113,Hibernating
5287925,785,3,188.26,4,5,5,455,Loyal Customers
5289193,2729,1,32.62,1,1,2,112,Hibernating
5289269,2662,2,96.92,1,4,4,144,At Risk
5295121,2729,1,60.61,1,1,3,113,Hibernating
5298759,2729,1,60.61,1,1,3,113,Hibernating
5301825,1446,2,78.28,3,4,4,344,Loyal Customers
5302907,2728,1,38.67,1,1,2,112,Hibernating
5304561,2728,1,27.22,1,1,1,111,Hibernating
5306205,1645,3,79.67999999999999,3,5,4,354,Loyal Customers
5308751,2728,1,25.4,1,1,1,111,Hibernating
5311151,2728,1,129.43,1,1,5,115,Hibernating
5314495,2728,1,32.62,1,1,2,112,Hibernating
5319641,2727,1,38.67,1,1,2,112,Hibernating
5320553,2727,1,60.61,1,1,3,113,Hibernating
5321215,2727,1,49.18,1,1,3,113,Hibernating
5324121,2355,2,116.50999999999999,2,4,5,245,At Risk
5324959,2727,2,65.24,1,4,4,144,At Risk
5327051,2177,2,89.86,2,4,4,244,At Risk
5331063,2668,3,195.21999999999997,1,5,5,155,Can't Loose
5331695,2726,1,38.67,1,1,2,112,Hibernating
5333425,2726,1,64.91,1,1,3,113,Hibernating
5334125,2726,1,38.67,1,1,2,112,Hibernating
5334135,2726,1,38.67,1,1,2,112,Hibernating
5338105,2726,1,64.91,1,1,3,113,Hibernating
5339451,2726,1,16.04,1,1,1,111,Hibernating
5339535,2651,2,127.56,1,4,5,145,At Risk
5340919,2064,2,158.19,2,4,5,245,At Risk
5343601,2725,1,64.91,1,1,3,113,Hibernating
5347801,2725,2,29.65,1,4,1,141,At Risk
5350481,2680,3,188.76,1,5,5,155,Can't Loose
5350483,2724,1,53.67,1,1,3,113,Hibernating
5353565,2724,1,32.62,1,1,2,112,Hibernating
5357661,278,2,57.519999999999996,5,4,3,543,Champions
5358993,2724,1,64.91,1,1,3,113,Hibernating
5360205,2724,2,65.24,1,4,4,144,At Risk
5360531,1005,2,65.83,3,4,4,344,Loyal Customers
5361205,2724,1,37.58,1,1,2,112,Hibernating
5361651,2724,1,64.91,1,1,3,113,Hibernating
5363231,2723,2,87.86,1,5,4,154,Can't Loose
5366975,2723,1,63.57,1,1,3,113,Hibernating
5368967,2723,1,38.67,1,1,2,112,Hibernating
5375847,2723,1,38.67,1,1,2,112,Hibernating
5377275,1395,3,119.97999999999999,3,5,5,355,Loyal Customers
5378901,2722,1,151.27,1,1,5,115,Hibernating
5378945,2722,2,56.36,1,5,3,153,Can't Loose
5380039,2560,2,125.52,1,5,5,155,Can't Loose
5383417,2079,4,2269.06,2,5,5,255,Can't Loose
5391587,2722,1,32.62,1,1,2,112,Hibernating
5396459,2721,1,43.63,1,1,2,112,Hibernating
5398759,2721,1,32.33,1,1,2,112,Hibernating
5401621,2721,1,60.61,1,1,3,113,Hibernating
5404869,2719,2,71.28999999999999,1,5,4,154,Can't Loose
5404889,2721,1,60.61,1,1,3,113,Hibernating
5406311,1734,2,180.34,3,5,5,355,Loyal Customers
5406675,2721,1,158.47,1,1,5,115,Hibernating
5408931,2720,1,32.62,1,1,2,112,Hibernating
5413531,2720,1,129.43,1,1,5,115,Hibernating
5414031,2720,1,54.28,1,1,3,113,Hibernating
5419829,2719,1,32.62,1,1,2,112,Hibernating
5426477,2719,1,60.61,1,1,3,113,Hibernating
5427719,2719,1,38.67,1,1,2,112,Hibernating
5428225,2076,2,66.5,2,5,4,254,Can't Loose
5429185,723,2,106.18,4,5,4,454,Loyal Customers
5430407,2718,1,27.22,1,1,1,111,Hibernating
5430557,2451,2,65.24,2,5,4,254,Can't Loose
5432797,980,2,108.49000000000001,4,5,4,454,Loyal Customers
5439475,2480,2,116.50999999999999,2,5,5,255,Can't Loose
5447663,2717,1,32.62,1,1,2,112,Hibernating
5453557,2717,1,64.91,1,1,3,113,Hibernating
5455263,2028,2,115.43,2,5,5,255,Can't Loose
5455411,2716,1,60.61,1,1,3,113,Hibernating
5456269,2653,2,101.15,1,5,4,154,Can't Loose
5463183,2716,1,32.62,1,1,2,112,Hibernating
5463279,2716,1,45.76,1,1,3,113,Hibernating
5465317,2716,1,63.57,1,1,3,113,Hibernating
5465519,2716,1,155.05,1,1,5,115,Hibernating
5467603,2716,1,38.67,1,1,2,112,Hibernating
5469969,2715,1,16.04,1,1,1,111,Hibernating
5470653,1691,3,148.06,3,5,5,355,Loyal Customers
5470933,2715,2,65.24,1,5,4,154,Can't Loose
5476491,259,2,80.56,5,5,4,554,Champions
5477007,2068,5,298.05,2,5,5,255,Can't Loose
5483625,2714,1,32.62,1,1,2,112,Hibernating
5484531,2156,2,219.27,2,5,5,255,Can't Loose
5492965,2714,1,64.91,1,1,3,113,Hibernating
5494795,2714,1,235.13,1,1,5,115,Hibernating
5499331,2713,1,32.62,1,1,2,112,Hibernating
5499877,2713,1,32.62,1,1,2,112,Hibernating
5503449,2713,2,65.24,1,5,4,154,Can't Loose
5507297,2713,1,63.57,1,1,3,113,Hibernating
5507507,1858,3,182.28,2,5,5,255,Can't Loose
5511529,2288,2,97.53,2,5,4,254,Can't Loose
5518885,2712,1,44.93,1,1,3,113,Hibernating
5524603,2709,1,250.14,1,1,5,115,Hibernating
5526001,2711,1,88.48,1,1,4,114,Hibernating
5529733,2711,1,32.62,1,1,2,112,Hibernating
5532581,2711,1,32.62,1,1,2,112,Hibernating
5533969,1623,6,400.28999999999996,3,5,5,355,Loyal Customers
5538763,2710,1,38.39,1,1,2,112,Hibernating
5547907,2710,1,38.67,1,1,2,112,Hibernating
5551587,2317,5,303.12,2,5,5,255,Can't Loose
5551777,2709,1,15.32,1,1,1,111,Hibernating
5562237,1755,2,189.71,3,5,5,355,Loyal Customers
5564689,2708,1,3002.94,1,1,5,115,Hibernating
5565051,2708,1,16.04,1,1,1,111,Hibernating
5576491,2708,1,32.62,1,1,2,112,Hibernating
5582167,2707,1,38.67,1,1,2,112,Hibernating
5590833,2707,1,38.67,1,1,2,112,Hibernating
5595621,2707,1,60.61,1,1,3,113,Hibernating
5598893,2706,1,32.62,1,1,2,112,Hibernating
5601761,2706,1,15.68,1,1,1,111,Hibernating
5612889,2706,1,64.91,1,1,3,113,Hibernating
5613579,2706,1,64.91,1,1,3,113,Hibernating
5613851,2706,1,43.63,1,1,2,112,Hibernating
5626147,2705,1,32.62,1,1,2,112,Hibernating
5626919,2705,1,32.62,1,1,2,112,Hibernating
5630139,2704,1,27.22,1,1,1,111,Hibernating
5638653,2704,1,38.67,1,1,2,112,Hibernating
5639349,2704,1,47.88,1,1,3,113,Hibernating
5643601,2703,1,25.4,1,1,1,111,Hibernating
5666767,2702,1,32.62,1,1,2,112,Hibernating
5668007,2661,2,122.95,1,5,5,155,Can't Loose
5670229,2702,1,27.22,1,1,1,111,Hibernating
5696581,2702,1,15.66,1,1,1,111,Hibernating
5700689,2701,1,60.61,1,1,3,113,Hibernating
5712993,2701,1,32.62,1,1,2,112,Hibernating
5717533,2524,2,47.62,2,5,3,253,Can't Loose
5721465,2700,1,60.61,1,1,3,113,Hibernating
5725203,2700,1,77.98,1,1,4,114,Hibernating
5727807,1092,4,89.36,3,5,4,354,Loyal Customers
5728871,2700,1,27.22,1,1,1,111,Hibernating
5729317,2700,1,31.58,1,1,1,111,Hibernating
5757677,2698,1,64.91,1,1,3,113,Hibernating
5757749,2698,1,32.62,1,1,2,112,Hibernating
5761469,2697,1,128.43,1,1,5,115,Hibernating
5762345,2697,1,38.67,1,1,2,112,Hibernating
5766211,2692,2,70.09,1,5,4,154,Can't Loose
5775411,2696,1,36.37,1,1,2,112,Hibernating
5776637,2696,1,128.43,1,1,5,115,Hibernating
5776829,2696,1,32.62,1,1,2,112,Hibernating
5777939,2500,3,177.11,2,5,5,255,Can't Loose
5778073,2690,3,95.44,1,5,4,154,Can't Loose
5778615,2696,1,32.62,1,1,2,112,Hibernating
5778779,1976,2,131.96,2,5,5,255,Can't Loose
5779185,2696,1,38.67,1,1,2,112,Hibernating
5779199,2696,1,60.61,1,1,3,113,Hibernating
5782333,2694,2,71.28999999999999,1,5,4,154,Can't Loose
5788309,2695,1,115.25,1,1,5,115,Hibernating
5794759,2694,1,21.05,1,1,1,111,Hibernating
5796297,2694,1,38.67,1,1,2,112,Hibernating
5803333,2694,1,38.67,1,1,2,112,Hibernating
5807061,846,6,267.01,4,5,5,455,Loyal Customers
5811955,2693,1,67.87,1,1,4,114,Hibernating
5817559,2693,1,38.67,1,1,2,112,Hibernating
5821771,2693,1,92.93,1,1,4,114,Hibernating
5826787,509,2,79.86,5,5,4,554,Champions
5829073,2361,6,201.03,2,5,5,255,Can't Loose
5832167,2692,1,128.43,1,1,5,115,Hibernating
5841623,2691,1,27.22,1,1,1,111,Hibernating
5842755,2691,1,32.62,1,1,2,112,Hibernating
5846521,2691,1,38.67,1,1,2,112,Hibernating
5846743,2691,1,44.93,1,1,3,113,Hibernating
5849437,2691,1,63.57,1,1,3,113,Hibernating
5850675,2391,3,92.78999999999999,2,5,4,254,Can't Loose
5850845,2584,2,133.14,1,5,5,155,Can't Loose
5854203,968,3,497.4,4,5,5,455,Loyal Customers
5854225,2690,1,32.62,1,1,2,112,Hibernating
